date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M
2024-03-01,22.18,29.72,15.73,0.0,52.84
2024-03-02,22.5,30.12,15.18,0.0,49.16
2024-03-03,24.0,30.88,17.65,0.01,48.57
2024-03-04,23.49,28.92,18.17,1.09,57.07
2024-03-05,23.98,31.32,17.49,1.14,62.05
2024-03-06,22.99,30.71,15.84,0.0,45.73
2024-03-07,23.25,30.93,15.35,0.0,40.27
2024-03-08,23.67,31.18,16.82,0.0,41.22
2024-03-09,23.63,30.87,18.25,0.0,36.85
2024-03-10,23.01,30.6,17.04,0.0,38.09
2024-03-11,22.88,31.06,14.63,0.0,45.63
2024-03-12,25.3,33.26,17.8,0.0,45.33
2024-03-13,25.89,33.94,18.05,0.0,62.1
2024-03-14,26.57,33.52,20.2,2.36,70.6
2024-03-15,27.55,33.97,21.41,4.51,64.5
2024-03-16,27.13,34.07,20.04,5.91,62.64
2024-03-17,27.74,34.82,21.41,1.35,54.17
2024-03-18,28.28,34.41,22.37,0.97,49.58
2024-03-19,27.89,35.0,23.3,1.21,53.08
2024-03-20,24.5,28.86,20.86,8.05,64.58
2024-03-21,23.94,29.87,19.34,3.11,66.51
2024-03-22,24.02,29.6,18.95,4.61,67.32
2024-03-23,24.61,30.81,18.53,8.67,70.72
2024-03-24,26.45,33.02,21.24,13.54,74.2
2024-03-25,26.2,32.08,21.03,10.08,75.05
2024-03-26,26.66,32.58,21.29,11.95,71.73
2024-03-27,27.23,33.51,20.41,0.09,63.5
2024-03-28,27.18,33.21,21.67,1.82,66.45
2024-03-29,26.91,32.83,21.46,3.89,69.66
2024-03-30,27.58,32.82,22.76,11.93,76.71
2024-03-31,28.63,35.58,24.22,17.01,76.55
2024-04-01,28.41,35.58,24.09,25.61,73.05
2024-04-02,28.88,35.93,23.73,0.35,69.25
2024-04-03,29.15,36.46,24.09,1.1,65.67
2024-04-04,29.31,36.72,23.7,0.74,72.05
2024-04-05,29.33,35.76,23.97,0.72,74.71
2024-04-06,30.38,38.04,24.19,0.13,65.07
2024-04-07,29.73,36.49,24.22,3.78,69.6
2024-04-08,29.04,36.39,23.35,0.12,55.83
2024-04-09,29.34,36.16,22.57,0.0,50.76
2024-04-10,29.63,36.44,22.61,0.0,48.73
2024-04-11,28.88,36.39,22.02,0.0,50.64
2024-04-12,29.96,36.96,23.47,0.0,48.21
2024-04-13,29.74,37.12,22.54,0.0,50.56
2024-04-14,30.58,37.67,23.54,0.0,48.85
2024-04-15,31.32,38.22,24.14,0.01,48.7
2024-04-16,31.43,38.82,25.38,1.38,56.36
2024-04-17,30.87,38.44,24.79,6.58,66.77
2024-04-18,30.75,37.25,25.97,7.51,69.97
2024-04-19,31.27,39.64,25.71,3.72,65.04
2024-04-20,31.72,40.8,25.27,3.13,60.99
2024-04-21,31.9,41.29,24.75,0.3,62.32
2024-04-22,32.09,40.65,27.03,1.21,61.93
2024-04-23,31.32,38.62,25.56,0.63,58.69
2024-04-24,32.15,39.89,25.98,0.0,52.86
2024-04-25,32.86,41.24,25.5,0.09,53.97
2024-04-26,32.64,40.89,25.55,0.29,56.29
2024-04-27,32.37,40.83,25.79,1.83,60.45
2024-04-28,33.08,41.64,26.24,1.19,59.34
2024-04-29,33.14,41.86,26.79,1.52,57.23
2024-04-30,33.55,43.27,26.12,0.08,58.62
2024-05-01,33.11,42.2,26.64,1.17,58.65
2024-05-02,31.92,39.36,27.12,6.5,66.03
2024-05-03,31.73,39.35,24.97,2.59,59.77
2024-05-04,31.26,37.02,26.38,5.94,64.68
2024-05-05,29.89,35.58,26.21,25.11,76.19
2024-05-06,29.04,33.89,26.11,28.48,81.39
2024-05-07,27.68,32.26,24.62,14.28,77.52
2024-05-08,26.5,29.4,22.73,26.34,74.54
2024-05-09,27.94,31.93,22.85,3.08,68.05
2024-05-10,28.05,31.7,24.14,8.96,70.67
2024-05-11,27.47,30.67,24.65,36.95,82.19
2024-05-12,28.59,33.08,23.76,3.43,73.73
2024-05-13,29.33,33.54,24.63,0.34,71.45
2024-05-14,29.86,34.33,25.59,1.09,72.57
2024-05-15,30.23,34.47,26.24,0.18,73.58
2024-05-16,30.46,34.62,25.81,0.06,71.17
2024-05-17,30.45,35.16,25.67,0.1,70.22
2024-05-18,29.85,34.41,26.88,15.48,79.3
2024-05-19,29.79,34.86,26.33,9.12,79.33
2024-05-20,29.56,33.29,25.72,6.28,76.71
2024-05-21,30.69,34.62,25.75,4.58,69.07
2024-05-22,31.32,34.61,27.08,8.22,68.75
2024-05-23,31.9,35.59,27.06,1.81,66.31
2024-05-24,32.8,37.56,27.67,1.15,66.65
2024-05-25,32.31,37.2,28.02,0.58,71.3
2024-05-26,30.23,34.49,27.72,39.02,83.1
2024-05-27,28.47,30.47,26.96,48.04,89.48
2024-05-28,27.85,31.33,25.16,130.72,89.78
2024-05-29,29.92,33.03,28.03,7.05,89.77
2024-05-30,29.75,32.64,28.0,8.31,89.74
2024-05-31,29.58,32.59,27.58,4.95,87.73
2024-06-01,29.78,33.33,26.86,1.94,84.41
2024-06-02,29.44,32.79,26.54,14.08,87.25
2024-06-03,28.55,31.17,26.76,38.66,89.48
2024-06-04,28.71,32.03,26.28,21.42,89.4
2024-06-05,29.44,32.96,26.41,15.22,85.9
2024-06-06,29.54,32.49,26.83,29.86,87.61
2024-06-07,30.07,33.9,27.29,13.86,85.05
2024-06-08,29.56,32.89,27.02,18.53,88.77
2024-06-09,29.11,31.35,27.48,28.76,92.22
2024-06-10,29.07,31.03,27.44,9.26,92.41
2024-06-11,29.21,31.94,27.17,2.12,89.01
2024-06-12,29.09,32.61,25.73,5.29,86.55
2024-06-13,29.03,31.85,27.15,22.35,90.35
2024-06-14,29.04,31.21,27.05,21.22,92.1
2024-06-15,29.48,32.31,27.77,16.01,90.53
2024-06-16,29.85,32.97,27.73,5.59,89.57
2024-06-17,29.19,31.32,27.8,10.32,92.54
2024-06-18,29.27,32.04,27.82,17.93,91.08
2024-06-19,28.74,31.0,27.0,43.58,93.66
2024-06-20,28.43,31.97,26.31,6.36,89.86
2024-06-21,29.04,32.29,26.14,7.22,83.86
2024-06-22,28.81,31.4,26.42,8.97,87.05
2024-06-23,29.45,32.94,26.43,4.67,86.0
2024-06-24,29.27,32.2,27.05,2.52,88.08
2024-06-25,29.23,31.74,27.1,0.75,87.84
2024-06-26,30.27,33.54,27.09,7.07,82.8
2024-06-27,28.45,31.12,26.94,9.15,90.74
2024-06-28,28.72,31.84,26.4,13.89,90.68
2024-06-29,28.75,31.13,26.94,20.36,91.21
2024-06-30,28.52,29.91,27.47,111.13,94.9
2024-07-01,28.09,29.54,26.82,46.61,94.54
2024-07-02,28.4,30.96,26.37,33.07,91.79
2024-07-03,28.53,31.68,26.45,20.61,90.39
2024-07-04,28.06,30.79,25.97,21.55,91.39
2024-07-05,28.38,30.91,26.55,14.37,91.58
2024-07-06,28.49,31.85,25.92,4.53,88.86
2024-07-07,29.13,32.86,26.3,6.19,88.77
2024-07-08,28.81,31.68,26.5,4.07,88.41
2024-07-09,28.97,32.42,26.45,4.16,89.65
2024-07-10,29.39,32.7,26.99,6.97,89.33
2024-07-11,29.16,32.37,26.76,25.75,89.95
2024-07-12,28.85,31.98,26.81,53.99,90.13
2024-07-13,29.15,32.84,25.97,10.99,88.53
2024-07-14,29.51,32.57,26.79,3.94,87.3
2024-07-15,29.19,32.24,26.72,4.3,89.24
2024-07-16,29.04,31.51,26.92,7.49,89.97
2024-07-17,28.75,30.77,26.69,1.04,87.84
2024-07-18,29.97,33.17,26.76,1.22,84.21
2024-07-19,29.62,33.22,27.09,6.68,87.56
2024-07-20,29.14,32.62,26.84,6.04,88.68
2024-07-21,28.57,31.83,26.7,6.57,90.52
2024-07-22,28.58,31.14,26.91,8.26,90.69
2024-07-23,28.72,32.11,26.44,4.48,89.11
2024-07-24,28.99,32.84,26.02,5.11,90.32
2024-07-25,29.54,32.94,27.04,5.94,88.2
2024-07-26,29.93,33.52,27.36,5.63,87.65
2024-07-27,29.53,33.09,27.05,2.24,87.72
2024-07-28,29.56,33.34,26.71,1.92,87.32
2024-07-29,29.25,33.21,26.83,4.49,87.74
2024-07-30,28.9,31.56,26.92,8.7,90.66
2024-07-31,29.03,31.91,27.07,7.74,89.57
2024-08-01,27.94,30.42,26.36,55.9,91.87
2024-08-02,27.32,28.82,26.18,72.33,93.85
2024-08-03,28.09,30.46,26.33,28.88,91.99
2024-08-04,28.67,32.05,25.95,12.4,87.93
2024-08-05,28.14,30.93,25.8,18.98,89.85
2024-08-06,28.06,30.72,26.23,6.61,90.85
2024-08-07,28.15,31.01,25.94,5.01,90.23
2024-08-08,27.45,29.53,25.86,7.94,92.82
2024-08-09,28.1,30.76,25.73,13.83,90.51
2024-08-10,28.76,32.06,26.0,13.24,89.31
2024-08-11,28.75,31.1,27.09,7.51,90.23
2024-08-12,28.57,30.99,26.79,17.78,91.01
2024-08-13,28.98,32.05,26.74,12.09,89.1
2024-08-14,28.86,31.23,26.64,9.12,89.52
2024-08-15,28.77,31.88,26.73,3.0,89.18
2024-08-16,27.96,30.63,25.88,18.84,89.95
2024-08-17,27.58,29.48,26.01,13.31,91.79
2024-08-18,27.09,28.63,25.57,24.36,94.23
2024-08-19,27.43,29.43,26.01,48.34,93.83
2024-08-20,28.27,30.72,26.42,41.5,92.33
2024-08-21,27.96,29.3,26.96,85.01,95.05
2024-08-22,27.63,29.41,26.1,50.4,94.75
2024-08-23,27.15,28.59,25.88,6.82,94.31
2024-08-24,27.46,29.81,25.73,7.65,91.82
2024-08-25,26.91,28.83,25.35,22.95,92.61
2024-08-26,26.64,28.8,24.58,6.55,93.17
2024-08-27,27.94,31.38,25.19,1.37,89.98
2024-08-28,28.49,31.61,25.78,2.16,85.07
2024-08-29,29.15,32.49,26.09,1.29,84.83
2024-08-30,28.2,31.13,26.34,3.87,90.1
2024-08-31,27.59,29.09,26.03,11.14,93.24
2024-09-01,28.11,29.97,26.14,11.47,89.1
2024-09-02,28.63,31.37,26.13,7.89,86.02
2024-09-03,27.46,29.26,26.03,40.49,93.01
2024-09-04,28.26,31.19,25.5,3.2,89.26
2024-09-05,28.04,30.66,26.22,12.01,91.48
2024-09-06,29.22,31.99,25.82,6.87,82.84
2024-09-07,29.0,32.04,26.2,12.16,86.47
2024-09-08,29.38,32.93,26.57,4.35,86.01
2024-09-09,28.76,31.42,26.5,4.99,89.56
2024-09-10,28.69,31.27,26.8,3.6,92.3
2024-09-11,28.87,31.05,26.48,5.79,89.0
2024-09-12,30.06,33.69,26.44,6.92,83.79
2024-09-13,29.21,32.64,27.18,16.01,89.78
2024-09-14,27.04,28.99,25.42,18.29,94.33
2024-09-15,25.83,28.05,23.78,55.76,92.96
2024-09-16,27.46,31.01,24.52,12.43,90.03
2024-09-17,28.68,31.87,25.24,7.62,85.93
2024-09-18,29.38,32.77,25.99,0.34,84.22
2024-09-19,29.41,32.63,26.29,0.97,88.35
2024-09-20,30.42,34.78,26.85,1.77,85.02
2024-09-21,29.39,32.8,26.99,9.91,88.46
2024-09-22,29.88,33.6,25.67,2.06,83.8
2024-09-23,29.56,32.59,27.56,2.87,87.25
2024-09-24,27.76,28.54,26.85,11.3,92.14
2024-09-25,26.62,28.41,25.22,57.65,95.26
2024-09-26,26.33,28.68,24.63,31.79,93.86
2024-09-27,26.99,30.51,23.87,13.51,89.3
2024-09-28,28.04,31.46,24.96,3.09,89.07
2024-09-29,28.56,31.65,25.94,12.17,90.2
2024-09-30,28.81,31.6,26.48,6.25,89.97
2024-10-01,28.88,31.48,26.44,9.8,89.23
2024-10-02,28.79,30.95,26.82,15.72,86.94
2024-10-03,27.56,29.44,26.15,43.09,92.88
2024-10-04,27.37,29.24,25.77,48.78,92.27
2024-10-05,27.29,29.69,25.77,55.65,93.07
2024-10-06,27.31,29.32,25.66,13.36,89.24
2024-10-07,27.66,31.11,24.77,6.31,86.77
2024-10-08,27.58,30.46,24.99,8.5,87.75
2024-10-09,27.43,30.28,25.15,5.23,87.73
2024-10-10,26.93,29.59,24.75,5.92,90.88
2024-10-11,27.43,30.17,25.34,9.9,90.96
2024-10-12,27.87,30.89,25.12,30.24,87.32
2024-10-13,27.56,30.99,24.93,2.1,84.77
2024-10-14,26.55,30.04,22.94,0.0,83.21
2024-10-15,26.56,29.94,23.52,0.05,82.42
2024-10-16,27.02,30.81,23.1,0.65,80.83
2024-10-17,26.84,30.78,23.96,4.76,85.41
2024-10-18,26.81,30.39,23.57,4.24,87.38
2024-10-19,27.31,30.48,24.2,5.27,82.46
2024-10-20,26.06,29.75,22.97,0.55,84.88
2024-10-21,26.02,30.25,21.79,0.0,81.92
2024-10-22,27.06,30.88,22.82,13.46,84.66
2024-10-23,26.3,28.58,24.47,143.66,92.15
2024-10-24,25.39,28.25,23.22,12.66,92.87
2024-10-25,26.16,29.34,23.2,3.64,91.01
2024-10-26,26.96,30.33,24.46,4.44,88.34
2024-10-27,27.14,31.0,22.96,0.14,80.88
2024-10-28,26.32,30.29,22.83,0.0,85.62
2024-10-29,27.08,31.39,22.48,0.03,80.28
2024-10-30,27.38,30.66,23.39,1.08,81.36
2024-10-31,27.83,30.74,25.04,1.47,83.47
2024-11-01,26.7,30.15,23.68,4.61,88.22
2024-11-02,25.05,29.21,21.19,0.01,81.79
2024-11-03,24.85,29.46,20.11,0.0,79.46
2024-11-04,24.92,29.24,20.22,0.02,82.29
2024-11-05,25.66,29.32,21.53,4.63,81.67
2024-11-06,24.39,27.34,21.91,6.94,88.43
2024-11-07,23.9,28.15,20.59,2.9,86.14
2024-11-08,23.46,28.06,19.27,0.0,83.07
2024-11-09,23.79,28.5,19.2,0.0,83.36
2024-11-10,23.98,28.76,19.24,0.0,80.71
2024-11-11,23.6,28.68,18.76,0.0,82.93
2024-11-12,23.5,28.66,19.41,0.0,81.73
2024-11-13,22.03,27.19,17.23,0.0,80.09
2024-11-14,22.04,27.32,17.57,0.0,85.1
2024-11-15,21.89,27.14,17.28,0.0,84.88
2024-11-16,21.86,27.32,16.98,0.0,81.77
2024-11-17,21.2,26.52,15.88,0.0,75.77
2024-11-18,21.27,26.25,15.34,0.0,74.28
2024-11-19,21.59,27.01,15.67,0.0,73.76
2024-11-20,21.07,26.36,15.87,0.0,71.69
2024-11-21,20.95,26.0,15.82,0.0,70.59
2024-11-22,21.07,25.52,16.56,0.0,66.26
2024-11-23,21.56,26.61,16.75,0.0,71.7
2024-11-24,20.01,24.59,15.63,0.0,83.74
2024-11-25,19.98,25.45,15.16,0.0,82.26
2024-11-26,20.21,25.44,14.95,0.0,78.37
2024-11-27,20.06,25.33,15.12,0.0,79.06
2024-11-28,20.32,25.62,14.34,0.0,81.62
2024-11-29,21.63,27.06,16.55,0.0,82.18
2024-11-30,21.52,27.16,17.24,0.09,80.05
2024-12-01,20.14,24.33,17.26,1.35,78.43
2024-12-02,19.74,25.24,15.65,0.01,80.77
2024-12-03,19.35,25.51,15.18,0.0,81.38
2024-12-04,18.56,24.33,13.35,0.0,83.03
2024-12-05,19.1,24.92,14.47,0.0,77.13
2024-12-06,17.76,23.8,13.25,0.0,79.78
2024-12-07,17.52,24.1,12.05,0.0,72.38
2024-12-08,17.54,23.12,11.89,0.0,72.32
2024-12-09,16.79,21.52,11.0,0.0,81.35
2024-12-10,17.85,23.34,14.16,0.0,83.05
2024-12-11,16.09,22.39,11.31,0.0,83.64
2024-12-12,15.63,22.22,10.01,0.0,85.51
2024-12-13,16.35,22.95,10.44,0.0,82.92
2024-12-14,16.54,23.49,10.57,0.0,79.19
2024-12-15,16.13,22.74,10.8,0.0,75.91
2024-12-16,17.41,24.2,9.74,0.0,70.01
2024-12-17,18.42,25.3,12.5,0.0,77.47
2024-12-18,18.21,24.1,14.03,0.01,74.36
2024-12-19,18.19,24.25,12.71,0.0,74.75
2024-12-20,17.7,23.73,11.98,0.0,76.16
2024-12-21,17.03,23.74,13.0,0.12,83.67
2024-12-22,16.75,23.5,11.24,0.13,82.03
2024-12-23,17.73,24.33,12.31,0.02,70.46
2024-12-24,17.62,23.95,11.62,0.0,71.34
2024-12-25,17.76,23.7,12.54,0.0,69.31
2024-12-26,18.38,25.1,13.07,0.0,76.03
2024-12-27,18.58,24.95,12.59,0.0,73.25
2024-12-28,19.38,25.51,12.97,0.0,67.64
2024-12-29,19.0,25.54,14.1,0.0,74.22
2024-12-30,19.13,25.24,13.44,0.0,76.78
2024-12-31,17.54,23.41,12.92,0.0,80.71
2025-01-01,16.62,23.42,11.14,0.0,84.31
2025-01-02,16.92,23.53,11.33,0.0,82.37
2025-01-03,17.27,23.36,11.66,0.0,80.8
2025-01-04,18.3,24.37,12.59,0.0,81.64
2025-01-05,19.84,25.73,15.53,0.0,80.11
2025-01-06,20.98,26.39,15.1,0.0,72.34
2025-01-07,20.06,25.31,15.46,0.0,78.98
2025-01-08,17.76,23.33,12.77,0.0,78.19
2025-01-09,15.59,22.7,9.68,0.0,72.6
2025-01-10,15.89,22.82,10.01,0.0,72.75
2025-01-11,17.86,24.84,11.23,0.0,66.71
2025-01-12,19.74,25.97,12.65,0.0,59.13
2025-01-13,19.41,25.31,15.18,0.0,62.78
2025-01-14,17.91,25.15,12.33,0.0,71.8
2025-01-15,17.69,24.7,11.5,0.0,72.49
2025-01-16,19.36,25.77,13.62,0.0,64.96
2025-01-17,18.8,25.94,12.87,0.0,70.33
2025-01-18,18.28,25.66,12.61,0.0,74.11
2025-01-19,17.26,24.73,11.21,0.0,72.11
2025-01-20,17.07,24.1,10.79,0.0,71.56
2025-01-21,17.59,23.98,11.85,0.0,69.81
2025-01-22,18.17,24.37,13.27,0.0,72.42
2025-01-23,17.9,24.82,12.86,0.0,72.79
2025-01-24,17.94,24.67,12.35,0.0,67.13
2025-01-25,17.92,24.17,13.13,0.0,68.84
2025-01-26,17.0,24.19,11.48,0.0,67.16
2025-01-27,17.83,24.84,12.22,0.0,72.38
2025-01-28,18.39,24.93,12.5,0.0,69.58
2025-01-29,18.56,25.27,12.92,0.0,59.05
2025-01-30,19.41,25.88,12.95,3.87,69.04
2025-01-31,21.73,27.94,16.51,0.31,80.85
2025-02-01,21.18,27.7,16.71,0.08,71.95
2025-02-02,19.72,27.02,14.22,0.0,70.24
2025-02-03,19.95,27.5,13.94,0.0,65.83
2025-02-04,19.47,26.93,13.6,0.0,62.75
2025-02-05,20.58,27.52,14.67,0.0,59.75
2025-02-06,21.3,28.88,15.05,0.0,67.61
2025-02-07,20.06,27.94,13.28,0.0,52.08
2025-02-08,18.48,26.62,11.63,0.0,46.05
2025-02-09,18.09,26.25,11.18,0.0,51.34
2025-02-10,20.0,27.06,13.63,0.0,48.13
2025-02-11,20.42,28.48,12.76,0.0,66.75
2025-02-12,22.25,30.17,15.53,0.0,68.72
2025-02-13,23.11,30.38,16.96,0.05,70.64
2025-02-14,20.81,28.27,13.33,0.06,48.85
2025-02-15,19.82,28.15,12.03,0.0,44.37
2025-02-16,21.27,29.01,13.64,0.0,43.08
2025-02-17,22.52,30.25,14.92,0.0,57.52
2025-02-18,24.21,31.41,18.84,0.0,59.59
2025-02-19,23.92,30.73,17.46,0.0,55.54
2025-02-20,24.03,31.39,17.77,0.02,55.0
2025-02-21,23.97,30.92,17.39,0.0,54.51
2025-02-22,25.09,31.93,18.77,0.01,52.61
2025-02-23,23.51,29.25,18.39,4.39,62.28
2025-02-24,23.25,30.95,17.07,0.0,59.84
2025-02-25,22.97,31.13,16.79,0.0,49.52
2025-02-26,22.33,30.64,15.29,0.0,50.68
2025-02-27,22.85,30.85,16.64,0.0,53.55
2025-02-28,24.06,31.4,17.9,0.0,50.2
2025-03-01,25.16,32.52,18.08,0.0,50.65
2025-03-02,26.57,34.8,19.24,0.0,59.45
2025-03-03,26.28,33.92,20.53,0.0,59.16
2025-03-04,25.18,32.49,18.57,0.0,40.53
2025-03-05,24.05,32.78,16.74,0.0,45.5
2025-03-06,23.53,31.9,17.16,0.0,36.36
2025-03-07,22.27,30.81,14.74,0.0,39.17
2025-03-08,23.73,31.88,15.87,0.01,41.68
2025-03-09,24.48,32.35,18.28,0.2,57.52
2025-03-10,25.05,33.27,17.67,0.41,47.12
2025-03-11,26.81,34.34,20.72,0.0,45.67
2025-03-12,27.05,34.39,19.67,0.0,44.91
2025-03-13,27.89,36.26,20.59,0.09,61.16
2025-03-14,28.53,37.02,21.53,0.72,62.55
2025-03-15,28.93,36.63,22.28,0.4,65.51
2025-03-16,29.75,38.85,22.81,0.75,60.02
2025-03-17,29.71,38.03,22.74,0.65,57.34
2025-03-18,29.4,37.08,23.54,0.58,52.05
2025-03-19,29.01,36.74,22.26,0.1,50.99
2025-03-20,28.95,36.69,22.19,0.06,54.15
2025-03-21,25.29,29.27,21.3,0.29,58.38
2025-03-22,24.14,29.43,20.32,0.17,62.47
2025-03-23,25.54,32.87,18.78,0.15,54.0
2025-03-24,25.93,34.21,18.57,0.0,48.92
2025-03-25,26.55,35.05,18.51,0.0,43.83
2025-03-26,28.14,35.88,20.28,0.0,38.65
2025-03-27,29.01,36.34,21.16,0.0,47.11
2025-03-28,29.95,39.41,22.44,0.0,54.19
2025-03-29,30.3,39.66,22.76,0.0,54.59
2025-03-30,29.89,38.05,22.15,0.0,58.17
2025-03-31,30.07,37.33,23.17,0.12,54.69
2025-04-01,29.71,36.43,23.7,0.74,60.57
2025-04-02,29.9,37.48,23.12,0.76,53.7
2025-04-03,29.84,37.45,23.17,1.19,51.06
2025-04-04,30.87,38.62,23.65,0.0,42.08
2025-04-05,30.62,38.54,23.18,0.0,48.68
2025-04-06,31.1,38.72,24.05,0.49,53.7
2025-04-07,30.82,37.31,25.2,3.29,51.93
2025-04-08,28.32,32.79,23.79,5.23,66.13
2025-04-09,30.29,37.24,23.57,0.0,54.44
2025-04-10,30.28,36.3,24.01,0.01,50.42
2025-04-11,29.03,34.48,24.61,7.68,58.34
2025-04-12,29.59,35.4,24.88,1.15,59.46
2025-04-13,27.83,31.62,24.7,3.53,63.99
2025-04-14,27.47,30.57,24.27,2.41,65.63
2025-04-15,28.93,34.57,23.39,3.2,57.94
2025-04-16,28.91,34.88,23.8,8.42,61.49
2025-04-17,27.28,31.9,23.34,19.18,73.96
2025-04-18,27.64,32.53,23.21,11.01,73.5
2025-04-19,28.49,33.83,24.37,3.94,72.3
2025-04-20,29.21,35.02,23.82,8.8,73.21
2025-04-21,29.74,34.73,25.98,25.72,79.34
2025-04-22,30.24,36.55,25.98,16.46,76.59
2025-04-23,31.22,39.01,26.22,4.39,71.94
2025-04-24,31.24,38.8,26.5,4.89,72.04
2025-04-25,30.6,37.62,25.79,4.76,73.1
2025-04-26,30.79,37.76,26.0,0.3,71.07
2025-04-27,30.04,35.92,25.64,5.06,70.13
2025-04-28,28.68,33.2,25.01,6.24,73.11
2025-04-29,27.05,31.3,23.39,13.45,75.48
2025-04-30,27.81,31.83,23.33,8.66,70.18
